name,born,city,zip_code,income,is_married,children,car
Alice,1988,Mumbai,16305,60159.29339566844,false,1,BMW
Alice,1975,San Francisco,33935,60314.41789158929,false,0,Mini
Alice,1964,Shanghai,20654,53550.23491129764,true,1,BMW
Bob,1954,Shanghai,50584,51426.33657690939,false,0,Mini
David,1968,San Francisco,34797,38113.90711453614,true,1,BMW
Eva,1952,San Francisco,72770,62422.276528400595,true,3,Ford
Bob,1959,Shanghai,47226,53195.75255759053,false,4,Mini
David,1969,San Francisco,29800,39920.43534422392,true,1,BMW
Alice,1969,Shanghai,85106,35905.634197240295,true,0,Ford
David,1974,London,59148,51747.879537693814,true,4,Ford
Alice,1965,Shanghai,68104,43511.402433299874,true,2,Bentley
David,1959,London,75295,59038.53129035763,false,1,Toyota
David,1966,Munich,43098,59311.94812836819,false,2,Toyota
David,1989,San Francisco,73727,56174.568394587186,false,1,BMW
David,1989,Shanghai,28054,46823.73624909739,false,4,Ford
Eva,1982,Shanghai,52903,51203.35867343397,true,2,Bentley
Alice,1965,London,32991,36290.73238886192,false,1,BMW
Bob,1974,London,92492,58688.82348955809,false,2,Bentley
Alice,1958,San Francisco,86327,59673.459025259326,true,3,Ford
Eva,1961,Shanghai,85197,40992.685452898,false,2,Ford
David,1952,London,95465,41926.642314187935,false,0,Bentley
David,1959,Shanghai,48187,67009.80330996186,true,0,Bentley
Alice,1985,London,17283,32374.806819909754,false,3,BMW
Bob,1984,San Francisco,94338,55295.3215434582,true,1,Mini
Alice,1984,London,34766,58199.78981796879,false,4,Bentley
Alice,1979,Shanghai,43989,52862.80723097834,false,2,BMW
Charlie,1984,Munich,20492,41291.463899633934,true,3,Bentley
Charlie,1976,Mumbai,84230,47305.46729330776,false,3,Mini
Eva,1950,Munich,26646,44517.17925208918,false,0,Ford
Eva,1956,Mumbai,28772,58263.3824941912,false,2,BMW
Alice,1979,London,22339,53765.01313311932,false,0,Toyota
Charlie,1966,San Francisco,20484,42004.76046412215,true,3,Mini
Alice,1953,Munich,59780,48908.939897255426,false,3,BMW
Eva,1967,Munich,98239,46606.871998057744,true,1,Bentley
Charlie,1960,Munich,65642,45185.04052407902,false,2,Bentley
David,1976,Mumbai,82414,68720.21844156289,true,0,BMW
Eva,1952,London,23764,47363.828785520105,true,0,Ford
Eva,1955,San Francisco,86001,42850.63958119858,true,4,BMW
Alice,1987,Munich,62948,55003.96883646794,false,4,Bentley
David,1987,San Francisco,53345,43697.79505855113,false,4,BMW
Eva,1972,San Francisco,39787,68216.17011586917,false,1,Toyota
David,1961,Mumbai,69079,60338.34377574003,true,0,Toyota
Eva,1972,Munich,74047,41779.76194453149,true,2,BMW
Bob,1954,London,93767,47549.75532537451,false,4,Toyota
Alice,1979,London,56382,62797.87162286644,true,0,Ford
Alice,1981,London,12130,41199.15826575649,false,0,Toyota
Charlie,1953,Mumbai,47581,71696.75057544412,false,0,Toyota
David,1969,San Francisco,70267,31952.56741520273,true,0,BMW
David,1971,Munich,27119,35413.981688519445,true,2,BMW
Charlie,1979,Mumbai,76377,47338.03794019358,true,2,Ford
Alice,1954,Shanghai,61201,45464.337213138366,true,4,Toyota
David,1964,London,24397,54157.1163576239,true,1,Ford
Alice,1989,San Francisco,21155,60479.72770060327,true,4,Ford
David,1978,Mumbai,83078,42114.09371377047,true,0,Ford
Eva,1966,London,67918,43020.40961041272,true,4,Toyota
Eva,1978,London,19250,42564.54773075585,false,3,Ford
David,1983,San Francisco,65689,48336.70805842631,true,4,Ford
Eva,1970,Mumbai,17453,44081.45136705884,true,1,Ford
Eva,1971,Munich,54009,46876.06723787879,false,0,Mini
Alice,1969,Mumbai,19883,73138.64787188749,false,3,Bentley
Alice,1981,London,30279,31480.982939164212,false,0,Toyota
Eva,1975,Shanghai,44867,43594.81871947,false,2,BMW
Charlie,1977,Shanghai,21855,35091.95508050473,false,4,Mini
Charlie,1954,Munich,47737,38465.04319032358,false,1,Mini
Bob,1975,Shanghai,23369,55478.47248174951,false,2,Toyota
Alice,1959,San Francisco,23020,50057.23369567707,true,0,BMW
Charlie,1963,Munich,97946,31879.574641599145,false,2,Mini
Alice,1962,Mumbai,43466,41587.30599760701,false,2,Toyota
David,1985,San Francisco,77732,59836.482506339715,false,0,Bentley
David,1985,Shanghai,50377,36297.64159177084,true,0,Toyota
Bob,1963,Mumbai,44825,48068.94834444602,false,1,Mini
Eva,1956,Shanghai,13826,69957.30895536684,true,2,Ford
Eva,1967,Mumbai,61024,50184.72422703636,false,1,BMW
Charlie,1960,Mumbai,50434,41586.4927701717,true,0,Bentley
Charlie,1951,Munich,95847,70293.7661212721,true,3,Mini
Eva,1978,San Francisco,71990,48363.29993248603,true,2,Bentley
Eva,1967,Munich,67007,45567.62611148601,false,4,Mini
Bob,1968,Shanghai,81304,51977.76737342793,true,4,Ford
Alice,1980,Munich,40756,55214.51571242631,false,4,Ford
Bob,1957,San Francisco,93790,44597.99765337218,false,3,Ford
Bob,1954,Shanghai,85900,62242.71326513577,true,3,Ford
Eva,1963,London,95509,55922.94153520619,true,3,Bentley
Charlie,1962,San Francisco,33160,45020.37339074886,false,0,Ford
Eva,1983,Munich,57424,46034.24396888801,true,3,Mini
Alice,1984,Mumbai,28031,45732.682186288155,false,3,Ford
Alice,1952,Munich,18206,58096.91607920831,true,2,Bentley
Alice,1989,Shanghai,67036,49709.11766311842,false,3,Toyota
Charlie,1969,Munich,73867,58244.50334812011,false,3,Ford
David,1952,Shanghai,46358,37936.6658071335,false,3,BMW
Bob,1970,Shanghai,13757,47908.12944896817,false,0,Ford
Bob,1954,Shanghai,89389,61088.9773603613,true,1,Bentley
David,1962,San Francisco,39105,49482.66680125214,false,0,Toyota
David,1956,Munich,23906,50069.11148404829,true,4,BMW
Alice,1957,Munich,58574,44725.903235367456,false,3,BMW
Alice,1954,Mumbai,59248,44794.92992527523,true,1,Bentley
Bob,1978,Munich,27803,62119.60865582215,false,2,BMW
Alice,1963,San Francisco,48136,63374.514213571056,true,4,Mini
Charlie,1955,Munich,96977,48289.71279110198,false,3,Mini
Bob,1982,San Francisco,76443,60064.76982716567,false,0,Toyota
Alice,1962,San Francisco,77586,59866.7444976008,true,0,Toyota
Bob,1983,London,79530,41862.46062375547,false,1,BMW
David,1956,Mumbai,43250,63498.5816406426,false,1,BMW
Eva,1973,Mumbai,99814,37465.45088643817,true,0,Mini
Eva,1973,London,37833,55496.301542651,false,0,Toyota
David,1967,Shanghai,50923,57043.006857444896,true,4,Toyota
Bob,1982,London,69417,60026.18105801764,true,2,Mini
Bob,1973,London,26763,52144.86121675161,true,3,BMW
Eva,1984,Shanghai,81373,36233.68419316677,false,2,Toyota
David,1977,Shanghai,99343,34342.62008762175,true,0,Bentley
Alice,1957,Shanghai,20727,64806.360108036606,true,2,Bentley
David,1987,Shanghai,66835,54096.95592484987,false,3,Mini
Eva,1988,London,71424,42664.94957810786,true,3,Ford
Eva,1965,Shanghai,56022,51431.82063544427,false,3,Ford
David,1968,Mumbai,70472,59682.31372758817,true,1,Toyota
Eva,1965,San Francisco,46663,61058.539162132336,true,4,Toyota
Bob,1972,Munich,79369,51943.66665980337,false,1,Bentley
Charlie,1960,San Francisco,18957,32118.544745326148,false,2,Ford
Charlie,1954,Mumbai,40723,46826.41928415089,false,0,Toyota
Eva,1965,Mumbai,52221,52705.71604704098,true,3,BMW
Alice,1985,Munich,63851,66031.06080722561,false,0,Ford
Charlie,1951,Munich,31355,39564.43365886892,false,4,BMW
David,1976,Shanghai,26004,43448.768882707715,false,1,Ford
David,1951,San Francisco,77832,47730.73226225098,true,4,Ford
Charlie,1955,Shanghai,81641,31653.61469431414,false,4,Ford
Alice,1986,London,57127,34333.834208227214,true,1,Ford
Alice,1962,London,90422,43384.01417449598,true,2,Bentley
Eva,1960,Munich,45288,43096.72262798069,true,4,Bentley
Charlie,1963,Mumbai,31127,45532.867793994745,true,0,Toyota
Eva,1964,Shanghai,59823,34112.481524232055,false,3,Ford
Charlie,1976,San Francisco,72611,34865.496597521575,true,0,Mini
Eva,1959,Munich,51461,55674.31456510259,true,4,Mini
Charlie,1952,San Francisco,91237,64192.3779722366,true,2,BMW
Eva,1981,Shanghai,31137,54448.585170861275,true,1,Ford
Bob,1961,Shanghai,39759,53426.56905882916,true,3,BMW
Alice,1954,San Francisco,15162,45480.11718946729,false,2,BMW
Eva,1983,London,30545,56401.2234203577,false,3,Toyota
Bob,1965,Shanghai,53663,57630.809659427636,false,1,Ford
Alice,1987,Mumbai,51742,46873.35166855999,true,2,Mini
Eva,1971,Mumbai,81856,49707.21722566282,true,1,Mini
Alice,1975,Munich,56701,41153.95761887811,true,4,Bentley
Charlie,1982,Shanghai,76971,55062.63677519651,false,2,Ford
Charlie,1966,San Francisco,43495,43976.287997481944,true,3,Bentley
Bob,1955,London,94548,35775.847863141404,true,0,BMW
Alice,1971,Mumbai,47393,48451.88566785803,true,2,Toyota
Bob,1983,San Francisco,62856,59635.63791880889,false,1,Ford
Alice,1972,Mumbai,62287,45550.455333350124,true,1,Toyota
Bob,1960,London,41262,47177.872198085286,false,2,Bentley
Alice,1952,San Francisco,97117,57566.71112983994,false,2,Ford
Eva,1955,San Francisco,66713,49914.48801763613,false,3,Bentley
Eva,1964,London,80283,54651.38370543525,false,4,Ford
Eva,1958,Shanghai,78021,64904.78296303477,true,1,Toyota
David,1977,Munich,65268,42474.6699270399,false,1,Ford
Eva,1971,Mumbai,87667,46769.891738178776,true,0,Mini
Alice,1967,San Francisco,33351,59369.49665752679,true,0,Bentley
Charlie,1954,Mumbai,10306,55962.99769768208,true,4,Mini
David,1959,Mumbai,17851,61127.767785908785,true,0,Bentley
Alice,1962,San Francisco,10537,65843.63629725117,true,4,BMW
Alice,1964,San Francisco,40640,58123.34712495492,false,1,Ford
Bob,1968,Mumbai,94682,49789.30171386198,true,4,Bentley
David,1962,London,54859,51850.38071107953,false,1,Ford
Eva,1969,San Francisco,78623,68467.04670648053,true,3,Bentley
David,1951,Munich,73287,45614.64841666684,false,4,Ford
Alice,1959,London,34751,47386.401498120045,false,1,BMW
David,1981,London,12016,35313.37188086183,false,3,Ford
Alice,1989,Shanghai,59964,48792.043578633966,true,2,Toyota
Bob,1965,London,50507,58593.8306961149,true,0,Ford
David,1965,San Francisco,71936,51910.12747992376,true,4,Bentley
David,1977,Mumbai,29109,55317.55342893835,true,3,Toyota
Bob,1963,London,81057,59787.30648127833,false,4,Bentley
Charlie,1952,London,18461,34585.19773471338,false,3,Toyota
Bob,1957,Mumbai,94738,73432.49057720137,false,3,Mini
Bob,1984,Shanghai,66395,57932.16448487251,false,3,Mini
David,1950,San Francisco,76033,50415.868471438356,true,0,Toyota
Alice,1987,Mumbai,63507,64273.80444655732,false,1,Ford
Bob,1989,Shanghai,17114,35502.407582015425,true,4,BMW
Alice,1969,Mumbai,92439,51219.66135964146,true,2,Toyota
Bob,1961,London,23000,51739.22608930438,false,3,Mini
David,1950,San Francisco,46243,52890.783201428174,true,2,Bentley
Bob,1956,San Francisco,29461,58788.649023430306,true,0,Bentley
Eva,1956,Shanghai,88876,46196.45653427819,false,2,Ford
Bob,1978,Shanghai,55331,64379.06223837643,true,0,Bentley
Bob,1967,San Francisco,32405,53746.422110912834,true,2,Mini
David,1989,London,91257,35202.18583883686,true,4,Toyota
Eva,1987,Shanghai,28019,39420.7509034892,true,4,BMW
Charlie,1957,Shanghai,82661,59457.17378352869,false,2,Ford
David,1987,Munich,19356,53229.756439145465,false,4,Mini
David,1985,Shanghai,95253,52902.27551241118,true,3,Bentley
David,1967,London,47181,56514.67287431212,false,0,BMW
David,1967,London,67112,42127.80820194662,false,3,Toyota
Alice,1959,San Francisco,66207,36027.743634789746,true,0,Toyota
Eva,1957,Munich,14184,46097.523646453,true,1,Mini
Eva,1984,London,33170,50546.97926934464,true,0,Bentley
David,1954,San Francisco,77169,44749.915406088076,false,1,Toyota
David,1988,San Francisco,22876,44167.335909926645,false,4,Mini
David,1983,Mumbai,37798,42069.149951550295,true,0,Toyota
Charlie,1955,Shanghai,27950,56916.45514336116,false,0,Mini
Eva,1953,Mumbai,32189,53374.595300495486,true,0,BMW
Bob,1989,Munich,90056,55548.322299508305,false,4,Ford
Alice,1980,Mumbai,22070,56682.18845963651,false,2,Mini
David,1970,Shanghai,30579,48931.21335940012,true,4,Toyota
Eva,1980,San Francisco,83791,65566.15622179673,false,3,Ford
David,1970,Mumbai,89073,25459.26466066836,false,1,Mini
Bob,1954,London,61409,38142.71046170761,false,1,BMW
Bob,1983,San Francisco,12945,33040.4623900381,true,0,Mini
Eva,1957,San Francisco,58464,53224.16206260404,true,4,Mini
Charlie,1961,Shanghai,41471,49989.62260180048,false,0,Ford
Charlie,1963,San Francisco,22503,52768.603455898854,false,4,Mini
Eva,1952,Munich,79694,37077.99152024847,true,3,Ford
Bob,1989,Munich,87175,43908.23829898247,true,4,BMW
Bob,1961,Mumbai,10583,60917.15892689056,false,0,Mini
Charlie,1962,Shanghai,63231,41692.95183559426,false,0,Ford
Bob,1953,Munich,24037,57925.30593614462,true,2,Mini
Eva,1973,Munich,18783,45421.713223309576,true,3,Mini
Charlie,1980,Mumbai,56707,36886.9200864549,false,2,BMW
Alice,1979,Munich,59570,46653.7906246097,false,1,Toyota
Bob,1987,Shanghai,22493,62625.78094549611,true,4,Toyota
Alice,1970,London,53917,42861.479409179236,false,0,Ford
Charlie,1978,Shanghai,75971,48465.22054153459,false,1,BMW
Alice,1972,Mumbai,80535,42466.193737021335,true,2,Ford
Charlie,1970,Mumbai,61447,57767.51630828074,false,1,Mini
Eva,1952,London,55889,36376.90035675401,true,0,Ford
Eva,1977,Mumbai,38358,62570.75841733948,true,4,BMW
Charlie,1982,San Francisco,91455,62367.3969962031,false,0,BMW
Eva,1965,Shanghai,39416,62885.535560603596,true,3,Mini
Alice,1957,Munich,91138,44469.471126569006,true,3,Ford
David,1980,London,72994,57941.60590857787,false,0,Mini
Charlie,1960,Mumbai,71336,54814.17017940307,false,1,Ford
David,1988,Munich,66410,24151.42153837127,false,2,Mini
Eva,1972,London,43859,50255.11034536894,false,1,BMW
Charlie,1971,Mumbai,82799,57085.96040768803,false,2,Bentley
David,1984,Munich,75791,45672.635422874664,false,1,Toyota
Charlie,1968,San Francisco,19802,59370.95547374581,true,1,Bentley
David,1968,Mumbai,65765,62218.39016768711,false,2,Toyota
Alice,1971,London,57431,59597.484554758805,false,3,BMW
Eva,1952,Munich,39161,63235.99342970625,true,1,Mini
David,1980,London,64006,61486.004876588006,false,3,Toyota
Alice,1954,Munich,39352,34711.05519754,false,1,BMW
Bob,1989,Shanghai,45640,45128.68994791483,false,0,BMW
Alice,1977,Munich,57400,45750.13879943538,true,3,Ford
Charlie,1980,San Francisco,53463,46561.13902248918,false,0,Bentley
Bob,1988,Mumbai,10895,67665.91836572446,true,1,BMW
Bob,1987,Shanghai,89624,48509.032057999495,false,2,Ford
Eva,1988,Mumbai,75022,49439.31300664589,true,0,Toyota
David,1968,Munich,33495,38675.93040926817,true,0,BMW
David,1979,London,46262,64960.93473931051,true,3,BMW
Eva,1954,London,61510,54380.04422055804,false,2,Ford
Eva,1987,Munich,39744,44283.15236251964,false,4,Ford
David,1963,London,53330,51910.01047457027,false,3,Toyota
Charlie,1970,San Francisco,49702,53270.492097467555,true,3,Toyota
David,1988,Mumbai,15632,52345.614174524046,false,1,BMW
David,1962,San Francisco,54908,32364.039818375877,true,4,Ford
Charlie,1960,San Francisco,99473,67602.45480627645,false,1,BMW
David,1958,Mumbai,53517,51781.23828680586,false,1,BMW
David,1964,London,69542,58445.74871550049,false,4,Mini
David,1964,Shanghai,42806,57317.07936937254,true,4,Bentley
Bob,1950,Munich,48035,48449.13697434172,false,4,BMW
Eva,1974,London,57816,41502.96329861671,true,0,BMW
David,1981,Munich,58757,50673.636689599814,true,3,Toyota
Eva,1976,London,81593,48266.325372893305,false,3,Bentley
Bob,1987,Shanghai,53011,33291.73170836622,false,1,BMW
Alice,1982,San Francisco,98612,53282.093503097494,false,4,Mini
Charlie,1951,Mumbai,25008,75515.28251770209,false,4,Bentley
David,1972,Munich,73067,54006.33473193955,true,2,Mini
Alice,1988,London,87640,40523.17817141394,false,2,Mini
Bob,1964,Mumbai,50376,53874.417559610025,true,2,Ford
Bob,1976,Shanghai,35772,53846.97534058103,true,3,Mini
David,1977,Shanghai,20775,34189.294065302114,false,4,Toyota
Eva,1968,San Francisco,88719,50853.80618949388,false,2,Toyota
Bob,1988,Munich,33021,54432.40053804195,false,1,Mini
David,1974,London,24020,53195.43495390192,true,4,Mini
Alice,1959,San Francisco,16509,51022.70133430505,true,0,Ford
Alice,1981,London,53342,57803.61072996123,true,3,Toyota
Bob,1963,San Francisco,88618,58147.538445051534,false,4,BMW
Bob,1976,San Francisco,43736,33390.284298178296,true,1,Ford
Bob,1969,Mumbai,82792,44353.9204795796,false,0,Ford
David,1981,San Francisco,86448,74351.02903016958,false,0,Mini
Eva,1986,Mumbai,77327,44089.32384316222,false,0,Ford
Eva,1975,Shanghai,87273,46766.22436419587,false,1,Toyota
Bob,1957,Mumbai,85927,58189.975923821556,true,1,Toyota
Alice,1951,London,52057,56183.56196696574,false,0,BMW
Eva,1979,Munich,35953,56033.00725353039,false,1,BMW
David,1976,Mumbai,47738,55285.47847611725,false,0,Mini
Alice,1964,San Francisco,76573,35755.19831063259,true,2,Bentley
Charlie,1953,London,25411,40264.520196650155,true,1,Bentley
Eva,1988,London,39292,75421.32176042818,true,3,Ford
David,1982,San Francisco,18549,50291.39051871263,false,2,BMW
David,1965,Munich,46964,48973.99136933712,false,0,Mini
David,1974,Shanghai,13691,48719.365509169234,false,2,Mini
Eva,1975,San Francisco,12858,43924.82072739488,true,0,Bentley
Eva,1963,Mumbai,43346,49710.15878030107,false,0,BMW
Eva,1951,Shanghai,56317,48648.186963639186,true,4,Bentley
David,1980,San Francisco,11233,60589.59378464104,true,4,Bentley
Eva,1965,Shanghai,84687,50028.4213841676,true,1,BMW
Charlie,1953,Munich,23545,49644.3828833789,false,1,Ford
Charlie,1984,Mumbai,92982,51421.81799485146,true,1,BMW
Eva,1975,Shanghai,26629,57254.00124096316,true,0,Mini
Charlie,1971,London,80050,46673.51015729933,true,2,Toyota
Eva,1963,San Francisco,94845,45902.42833121489,true,4,Ford
Charlie,1952,London,59010,50464.92209999612,false,0,Toyota
Charlie,1976,Munich,42126,54342.17430853373,true,4,BMW
Alice,1965,London,86415,57837.03182776142,false,2,Toyota
Eva,1970,Munich,74387,57832.67206854597,false,3,Mini
Alice,1982,Shanghai,25746,45034.01324530369,false,2,BMW
Bob,1955,San Francisco,78381,69501.17074551186,false,0,Ford
Eva,1951,Munich,27032,46556.75326261698,false,4,Toyota
David,1982,Shanghai,47371,53367.421736999095,false,2,Ford
Alice,1972,Munich,97755,38916.150546586374,false,1,Mini
Bob,1953,San Francisco,65003,56149.29272706079,true,2,Mini
Alice,1970,Munich,65055,54331.922490795936,false,0,Ford
Eva,1965,San Francisco,35934,49445.526509757816,false,0,BMW
Charlie,1951,San Francisco,86651,65645.51884585236,false,2,Ford
David,1958,San Francisco,11883,42190.785320186835,false,4,Ford
Alice,1957,Shanghai,57903,56345.77196241882,true,2,BMW
Alice,1969,Mumbai,91155,38386.226742707055,false,4,Toyota
Eva,1956,Munich,26675,47710.066146130135,true,1,Mini
Eva,1956,San Francisco,24417,64459.397803214306,false,4,BMW
Bob,1954,Mumbai,22310,51139.40401224569,true,4,BMW
Eva,1970,Munich,28576,45298.398482442324,false,0,Mini
Bob,1968,Munich,74079,41878.819583396056,false,1,Mini
Charlie,1967,Shanghai,52197,40393.97811238437,false,2,Toyota
Bob,1974,San Francisco,75789,73566.69378698315,true,3,Bentley
David,1971,San Francisco,53739,36897.21334095177,false,3,Mini
Charlie,1957,San Francisco,68362,53334.861187200215,false,1,Mini
Bob,1964,Munich,79492,59368.4068593896,true,2,Bentley
Charlie,1988,London,26312,68203.9846337842,false,3,Bentley
Alice,1987,London,15822,68566.69897549158,false,1,Bentley
Bob,1973,London,37186,41171.49476251427,true,4,Mini
Charlie,1961,Munich,18599,47979.9172448302,false,2,Ford
Eva,1958,Shanghai,31799,54173.801362182036,true,4,BMW
Alice,1976,London,95172,31739.903174032934,true,2,BMW
Charlie,1989,Shanghai,23219,60870.17697464952,true,4,Ford
David,1951,Mumbai,80599,42345.74742253615,true,0,Ford
Bob,1975,Munich,51291,41792.562707173995,false,3,Bentley
Alice,1977,San Francisco,71427,49157.608099494006,false,2,Ford
Bob,1963,London,85221,58661.244000683786,true,1,BMW
Charlie,1982,London,99264,49487.58090056713,true,4,Mini
David,1984,Mumbai,79429,40938.99591977196,true,1,Ford
Bob,1965,Munich,66035,66148.63107451296,false,1,BMW
Charlie,1971,Mumbai,28315,36128.848523892106,true,2,Toyota
Eva,1972,Mumbai,95442,61041.8981845451,true,2,BMW
Bob,1988,San Francisco,26739,56146.3156353005,true,0,Bentley
Alice,1960,San Francisco,75752,52763.84580480451,true,1,BMW
David,1987,London,71112,61196.26661624901,true,4,Ford
Eva,1983,San Francisco,42400,47089.73714899894,true,4,Ford
David,1957,Shanghai,35262,61736.944918188754,false,2,Mini
Eva,1971,Munich,28893,50484.63134086423,true,3,Mini
Charlie,1979,Munich,97602,42061.77984135801,false,3,Mini
Charlie,1956,San Francisco,78172,61020.25203074126,false,1,BMW
Eva,1950,London,14920,46645.54610921463,true,0,Mini
Charlie,1955,London,64732,45896.79534938763,true,1,BMW
Bob,1969,London,91977,56952.19881006271,false,4,Mini
David,1982,Munich,51202,58553.43985194303,false,0,Toyota
Bob,1967,Mumbai,22379,50877.024174573264,true,1,Bentley
Charlie,1979,Mumbai,13976,68293.57662549058,true,0,Bentley
David,1953,Munich,17692,34328.81296858395,false,3,Toyota
David,1983,Shanghai,25855,37350.192664834576,true,3,BMW
David,1977,Mumbai,80832,30375.4836755921,true,0,Bentley
Charlie,1985,Shanghai,12565,32562.54650943902,false,3,BMW
Charlie,1989,San Francisco,66222,38138.58191259666,false,1,Toyota
Bob,1955,London,77576,57491.57943554944,false,4,Bentley
Alice,1975,San Francisco,91843,29955.135386672537,false,2,Toyota
Eva,1965,Munich,74241,39325.80651335134,true,0,Toyota
Bob,1984,Munich,87764,52292.56383588908,false,3,Mini
David,1980,Munich,79454,58483.056525184234,false,4,BMW
David,1989,Munich,53916,43441.78681032087,false,4,Toyota
Charlie,1989,Munich,15563,38947.447820692454,false,3,Toyota
Bob,1982,Munich,78101,55238.569691864264,false,3,BMW
Bob,1980,Mumbai,26237,48495.42172714905,false,0,BMW
Bob,1964,Shanghai,34399,60684.78330496336,false,2,Toyota
Bob,1988,San Francisco,93744,56241.769527277225,false,2,BMW
Charlie,1955,London,60306,36272.67995867446,false,4,Ford
Bob,1950,Munich,18434,49908.23943637126,false,4,Toyota
Charlie,1984,Mumbai,67462,55246.58180448447,true,0,BMW
David,1954,Munich,32064,36029.90734009298,true,4,Ford
Eva,1984,Munich,44204,40223.594276897136,true,4,Toyota
Bob,1981,London,32872,53521.68648510817,true,4,BMW
Eva,1988,Munich,94108,41225.982045297016,true,3,Mini
Eva,1956,Shanghai,40762,63475.33651643604,false,1,Bentley
Bob,1959,Munich,86336,55225.15017804023,false,4,Mini
Charlie,1960,Mumbai,93613,41509.07695720514,false,1,BMW
Bob,1962,Munich,79045,42942.59063186414,false,4,Toyota
Eva,1970,San Francisco,88231,41324.890500933834,false,2,Mini
David,1974,Munich,29765,53986.75358697362,true,1,Bentley
Bob,1953,London,83775,63453.321681318586,false,1,Bentley
David,1981,Munich,14558,56118.86163903819,false,0,Bentley
Bob,1977,Mumbai,86765,45837.00007073884,false,0,BMW
Bob,1952,Munich,73711,35295.6078914994,true,0,Toyota
Bob,1965,London,61810,41765.351227639934,true,3,BMW
Charlie,1955,Munich,14399,51211.210699119016,true,3,Bentley
Bob,1956,San Francisco,59908,42910.97676415772,true,2,Bentley
Eva,1982,London,49018,41912.02192092429,false,2,BMW
Alice,1970,San Francisco,53111,51709.168232704265,false,3,Toyota
Eva,1970,San Francisco,48429,52151.09842222196,true,4,Mini
Eva,1969,Shanghai,47865,53652.15260068143,true,3,Mini
Charlie,1970,Mumbai,11087,59722.04840331352,true,0,Mini
Eva,1954,San Francisco,50129,38852.24780204605,false,4,Ford
Bob,1952,Shanghai,98594,45949.41063222156,false,0,Mini
Alice,1963,San Francisco,69047,60790.41255086189,true,3,Mini
Alice,1971,London,92521,45268.55593837125,true,0,Ford
Bob,1967,San Francisco,72523,46855.474645290284,true,3,Ford
Bob,1977,Munich,91545,49246.35220782412,true,4,Toyota
Alice,1954,Shanghai,71023,44011.8666752339,true,4,Mini
Bob,1968,San Francisco,34410,40081.968037661194,false,2,Toyota
Charlie,1979,Mumbai,59992,34789.9907983941,true,4,Mini
Eva,1983,Shanghai,44132,55087.25148131791,false,2,Toyota
Eva,1966,Munich,86691,43778.74355390871,false,4,Bentley
Eva,1963,Shanghai,19508,43557.894425712104,false,2,Bentley
Bob,1959,San Francisco,19779,42411.72741087157,true,3,Bentley
Bob,1956,London,77540,39620.762319973204,false,4,Ford
Charlie,1988,London,34161,43946.87326872796,false,4,Bentley
Bob,1956,Munich,69975,42199.25587428146,false,1,Mini
Bob,1962,San Francisco,20322,26284.7661168873,true,0,Bentley
Eva,1981,San Francisco,36832,52572.1807322544,true,2,Mini
Bob,1983,London,15851,35266.41191070318,false,1,Toyota
David,1958,Munich,40986,43871.463043764146,true,3,BMW
Bob,1989,London,15756,58267.70519519066,true,0,Bentley
Alice,1953,London,56562,33879.49284784754,true,1,Toyota
Charlie,1978,Mumbai,77040,60161.861628466795,true,1,Ford
David,1951,Mumbai,92140,46016.577662420736,true,4,BMW
David,1971,Mumbai,66988,68858.12412114111,true,0,Toyota
Eva,1961,Munich,51755,43667.204006701904,false,2,Toyota
David,1977,Munich,14385,37050.05683997682,false,1,Mini
Charlie,1984,London,38081,45033.120445110675,false,3,Bentley
David,1950,San Francisco,48759,44505.71445584872,true,1,Bentley
Charlie,1951,Shanghai,23724,52630.4096034344,true,2,Mini
Eva,1953,San Francisco,72004,38491.32676204958,false,2,Ford
David,1954,San Francisco,22276,56876.40493650246,false,4,BMW
Alice,1970,London,87792,54627.36211216999,false,2,Bentley
Alice,1978,Shanghai,30489,60685.34244907319,true,1,BMW
Bob,1983,Munich,44910,32634.93073002828,true,1,Bentley
David,1951,Shanghai,98945,60519.522505382716,false,2,Ford
Alice,1961,Munich,64784,48981.35846699182,true,4,BMW
Bob,1979,San Francisco,39875,67151.29296213445,true,2,Bentley
David,1964,London,67261,38004.94367940792,true,4,Ford
Eva,1973,Shanghai,34510,37458.137594973814,false,4,Mini
Alice,1952,Shanghai,59030,65626.94525653204,true,0,Toyota
David,1961,Munich,11916,51957.05007618822,true,0,Ford
Charlie,1976,London,37213,49221.242806976785,true,0,Mini
David,1971,London,70686,58948.123514714825,false,3,Bentley
Charlie,1983,London,17491,43361.02213665515,true,0,Ford
Alice,1951,Shanghai,27329,57289.90219383894,true,3,Toyota
Charlie,1983,London,84963,40402.642763522155,false,4,BMW
David,1984,London,72132,67315.12877821307,false,3,Toyota
David,1980,San Francisco,45377,51458.686487381594,true,4,Bentley
Charlie,1962,Shanghai,13348,50037.94940457241,true,1,Toyota
Alice,1976,Mumbai,35817,55797.504657415775,true,0,Mini
Bob,1961,San Francisco,71113,30719.51628736097,true,4,Bentley
Eva,1986,London,60007,66573.71278464187,false,0,Mini
Bob,1974,Munich,48168,63078.85451659654,true,2,Mini
David,1952,Shanghai,39182,47021.7434501738,true,1,Mini
Alice,1985,Mumbai,71875,33990.69568993638,false,2,Bentley
David,1984,London,60520,48205.62210664701,false,2,Ford
Bob,1982,Mumbai,57057,41860.92032663728,false,0,Ford
